timestamp_us,rssi,num_subcarriers,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51
1020000,-69,52,15.3537,15.6873,17.2836,18.1636,19.3112,19.5541,20.3968,20.9952,21.141,22.5926,22.8092,23.4551,23.4692,23.1192,22.8435,22.3406,22.5163,22.3074,21.8113,20.8552,20.4845,19.1976,19.0461,18.1428,17.1162,16.0336,14.9085,14.0266,12.5865,12.5213,11.6266,10.0699,9.6476,9.1303,8.1388,7.9936,7.3841,7.7402,7.0437,6.7768,6.5159,7.8228,8.0387,7.9091,8.3746,8.6369,9.7438,10.2912,11.3424,12.136,12.6734,13.9256
1040000,-72,52,15.0155,15.9594,16.5937,17.3497,18.6977,19.4054,20.0876,20.9469,21.4786,22.0889,22.9532,22.7585,23.5058,23.3732,23.2319,22.549,22.3921,21.8077,21.7086,20.968,20.4375,19.6353,18.7681,17.7298,16.6226,15.8318,15.215,13.9865,13.0675,12.4235,11.4285,10.013,9.6709,8.7505,8.3999,8.0334,7.6727,7.7316,6.9081,6.9115,7.2305,7.5211,7.2104,8.1224,8.6158,8.9668,9.6107,10.6753,11.4104,12.2834,12.8659,13.519
1060000,-71,52,15.1289,16.5413,17.1964,18.2164,19.0132,19.4851,20.5459,21.0646,21.6629,21.9159,23.0428,22.5929,22.5857,22.8694,23.0568,22.8455,22.5216,21.9367,22.0679,21.1856,20.3395,19.7409,18.3472,18.104,17.0307,15.9162,14.4257,13.6906,14.001,12.6295,11.4216,10.8647,9.743,8.8892,8.7293,7.4694,8.0343,7.7312,7.7054,7.2131,6.6185,7.4289,7.2253,7.9235,8.165,9.1366,9.8968,10.3244,11.1217,12.2198,12.7722,13.7626
1080000,-63,52,14.3788,15.9686,16.7871,17.8537,18.4858,19.7543,19.9703,20.5695,21.589,23.0446,22.4228,22.7514,22.5909,23.3192,22.4227,22.8341,22.2643,22.4054,21.4803,21.2026,20.7041,19.6105,19.2559,17.937,16.8092,16.4996,14.7223,14.0856,12.8968,12.0532,11.404,10.6464,9.7156,9.3819,8.5418,7.4424,7.5841,6.5063,6.2988,6.6088,6.522,7.6852,7.7049,7.9065,8.4383,9.2734,9.6739,10.1734,10.8898,11.9087,12.8538,14.3476
1100000,-68,52,14.8213,15.8895,17.5325,17.7902,18.4601,19.5571,20.1747,20.9959,21.6068,22.2932,22.4692,22.7657,23.1167,22.9007,23.2669,23.116,22.985,21.801,21.5557,21.0446,19.732,19.1978,18.8064,17.2629,17.4032,15.3786,14.4984,14.5463,12.9758,12.2476,11.2303,10.6095,10.0964,9.623,8.6145,7.1794,7.41,7.0829,7.5109,6.91,7.5341,7.0044,7.5868,8.3107,8.5322,9.241,9.636,10.3104,11.1852,11.4382,13.3691,13.941
1120000,-71,52,15.1087,16.2033,17.0635,17.4522,18.6279,19.4363,20.036,20.9945,21.8283,22.2137,22.2997,23.1541,23.4838,22.8719,22.7081,22.3425,22.4568,22.1226,21.6994,21.4345,19.9936,19.9704,18.7004,17.7442,16.6248,16.0827,15.1556,14.304,13.291,11.9744,10.8828,10.8532,9.79,8.6294,8.4272,7.7021,7.0073,7.3944,7.1174,7.0126,7.0485,7.3732,7.1776,8.4424,8.479,9.1123,10.4693,10.1592,10.8248,12.9048,13.4524,13.7445
1140000,-59,52,15.1685,15.9006,17.0495,17.7248,18.8815,19.6654,20.4757,21.4192,21.499,21.6057,22.4568,23.0104,22.9492,23.0954,22.4249,22.5173,22.6417,22.317,21.3587,21.0982,20.0917,19.1988,18.7391,17.9019,17.0334,16.1833,15.5031,14.3203,12.9772,12.4451,10.842,10.4857,10.0111,9.2157,8.6646,8.4894,7.2976,7.4709,7.0303,7.3344,7.0936,7.4671,7.9839,8.1056,8.3532,8.9016,9.4868,10.7669,11.6759,12.0899,12.5427,13.8457
1160000,-56,52,14.676,16.1461,17.1427,17.5841,18.9689,19.3135,20.8746,21.2964,21.5051,21.7382,22.9168,22.4522,22.7581,22.625,23.309,23.1137,22.8831,22.8492,22.121,20.8932,20.5259,19.7688,19.0377,17.8132,17.3359,15.9571,15.1168,13.8356,13.6486,11.8098,11.5536,10.577,9.482,9.1721,8.3617,8.244,7.8891,6.8561,6.7972,6.7452,6.7867,7.3827,7.7583,8.2369,8.4535,8.302,10.0387,10.2802,11.4806,12.3092,12.8169,13.9746
1180000,-59,52,14.9612,16.4001,16.6091,17.6884,18.8609,19.8135,19.9711,20.6814,21.3383,22.258,22.813,22.4508,23.2661,23.1038,22.9079,23.0552,22.2006,22.5375,21.3682,21.5234,20.5917,19.19,18.9304,17.7997,16.7601,16.4346,15.0397,13.7748,13.0312,11.7579,11.5565,10.6278,9.9575,8.8532,8.0562,7.9516,7.4482,7.3051,7.0868,6.8932,6.9817,6.9373,7.5896,7.5574,8.2478,8.9344,9.8372,10.3136,11.355,12.1907,13.3549,14.1243
1200000,-66,52,14.9161,16.5167,16.4886,17.8231,18.771,19.597,20.0247,21.2774,21.8504,22.6285,22.2422,22.623,23.2706,23.5446,22.9387,22.3091,22.4153,22.3731,21.7873,21.322,20.8825,19.4151,18.4465,17.476,16.8777,16.27,15.5182,14.1013,13.0899,12.1233,11.6501,10.2269,9.6635,8.9887,8.408,8.4588,7.2523,7.969,6.8617,6.7539,6.8601,7.4271,7.5156,8.2527,8.169,8.5099,9.5837,10.5394,10.8413,12.1312,13.2461,13.7937
1220000,-63,52,14.957,16.1012,17.7388,18.1864,18.3393,19.0835,20.2719,21.4597,21.781,21.9255,22.7806,23.1807,23.3802,22.6801,23.0729,22.3832,22.2385,21.7001,21.5053,20.5573,20.5375,19.5408,18.4584,17.9825,17.3737,16.0679,14.8249,13.9506,13.0542,11.9527,10.7687,10.3419,10.0678,8.7637,7.837,7.8897,7.8507,6.7157,7.1153,7.1234,7.2194,7.3996,7.7023,7.4412,8.6009,9.4252,9.6285,10.5669,10.9779,12.5541,12.9,14.5306
1240000,-62,52,14.7244,16.2517,16.7682,17.8707,19.1194,19.6853,19.9393,20.7861,21.3895,22.1179,22.8109,23.0775,22.6374,22.9423,23.0597,22.6431,22.7546,22.0704,22.2159,20.9371,20.4712,19.5305,18.8406,17.6929,17.1503,16.0955,15.2592,14.0139,13.3929,12.2805,11.4127,10.9558,9.5387,8.9307,8.5306,7.4072,7.7397,7.4649,6.7715,7.1363,7.0296,7.2366,7.0449,7.814,9.0182,8.8166,9.7109,10.0866,11.3093,12.1662,13.0634,13.822
1260000,-61,52,14.9469,16.0935,16.6581,17.8315,18.8019,19.5811,20.6188,20.8828,21.2212,22.0372,22.0621,22.9526,23.6087,23.7451,22.443,22.7983,22.8133,22.6461,21.6063,20.9335,20.4445,20.4019,18.733,17.8981,16.7608,15.9598,14.8714,13.5198,12.7817,12.4662,11.338,10.0401,9.6169,8.9596,8.86,8.2748,7.6619,7.2769,6.9136,7.0528,7.0503,7.6991,7.6459,8.3551,8.7292,9.0302,9.9879,10.671,10.9482,11.8382,12.5253,14.3491
1280000,-56,52,14.9707,15.817,17.0218,17.9302,18.7813,19.7345,20.2752,21.352,21.7237,22.53,22.4562,22.8492,22.737,23.0047,23.1871,22.6579,22.9278,22.0914,22.0588,20.6734,20.2219,19.3956,19.021,18.0295,16.8916,15.8276,14.9919,14.2531,13.3362,12.1453,11.1481,10.4861,9.7338,9.0877,8.2801,8.4385,7.3312,7.6862,7.4764,7.2841,7.6205,7.3992,7.4249,7.7594,8.2148,9.2631,9.2508,10.0288,11.742,12.467,13.2098,14.3127
1300000,-58,52,14.9595,16.2577,17.2327,17.4028,18.3998,19.1134,20.656,21.2901,22.2527,22.3419,22.6479,23.0296,22.487,22.7084,22.8592,22.5967,22.2743,22.2775,22.0321,21.0701,20.7317,18.8582,19.1778,18.3307,17.1488,16.1655,15.224,14.1023,12.9015,12.594,11.058,9.9947,9.352,8.8326,8.8585,7.8545,7.3276,7.5428,7.0173,6.8722,6.9389,7.0397,7.2649,8.2878,7.9863,9.3914,8.8637,10.1363,11.688,12.308,13.4074,14.522
1320000,-57,52,15.0807,15.8777,16.6921,17.8485,18.8125,19.5265,20.3785,21.4125,21.4036,22.209,21.9586,22.9046,22.3816,23.1894,22.7991,22.8168,22.0435,22.0909,21.8311,21.174,20.2998,19.5426,19.0614,18.0576,16.7271,15.7903,14.796,14.025,12.7373,11.5156,11.2167,10.5313,9.7509,9.3374,8.0284,7.7624,7.0871,7.3062,7.027,6.8558,7.0708,7.0204,7.2133,8.3905,8.6592,8.9567,9.2326,10.3912,11.4545,12.2141,13.3882,14.4038
1340000,-59,52,15.3225,16.2209,17.1793,18.4765,18.4585,19.7512,20.3984,20.5208,21.8258,22.2781,22.9923,22.5131,22.504,22.7268,22.523,22.9021,22.6354,22.0398,21.215,20.9908,20.9746,19.7555,18.9002,17.5445,16.2392,15.9289,15.1742,14.3895,13.0662,12.0071,10.9733,10.7196,9.9581,8.7731,7.7898,8.4709,7.9591,6.9761,6.9443,7.7638,7.3821,7.1717,7.7269,8.1464,8.2622,8.5379,9.5539,10.9001,11.5855,11.7998,13.4756,13.8684
1360000,-66,52,15.1189,16.4241,16.6522,17.2135,19.0353,19.8942,20.4904,20.9589,21.172,21.971,22.355,22.2758,22.575,22.8487,23.3835,22.6011,22.189,21.5189,20.983,20.8581,20.2625,19.5671,18.9482,18.019,17.0113,15.9978,14.9439,14.5591,13.538,12.1162,11.3473,10.5409,9.7384,8.814,8.1428,7.844,7.123,7.3543,6.8845,6.656,7.1279,7.6598,7.245,8.147,8.5504,8.5688,9.6624,10.3683,11.0531,12.3741,13.1936,13.5926
1380000,-55,52,15.467,16.1285,17.0902,18.4155,18.9254,19.295,20.3701,21.4083,21.5116,21.8056,22.0626,22.5085,23.1007,23.455,23.0555,23.0746,22.5975,22.0714,22.0593,20.8739,20.3682,19.6034,18.675,18.0679,17.2226,16.4561,15.336,14.0476,13.1646,12.1304,11.6466,10.2802,9.7573,8.5962,8.5564,7.7046,7.614,6.8651,7.4804,7.208,6.3153,7.1129,6.9973,7.8483,8.6186,9.3281,9.4665,10.6141,11.6113,11.8671,12.9635,14.2541
1400000,-56,52,14.6197,16.0249,16.9203,17.4026,18.9255,19.727,20.3311,21.4174,21.7795,21.9739,23.0854,22.9224,22.5485,23.3629,23.1165,22.9185,22.4692,22.0174,21.072,20.9336,19.9487,19.5124,18.4671,17.8577,16.7616,15.7495,15.1171,14.1024,13.5942,12.0715,10.8701,10.3682,9.7981,9.4219,8.5208,8.3604,7.6242,7.0577,7.3509,6.4578,7.041,6.9122,7.5671,7.8103,8.3904,8.9514,9.6778,10.3739,11.4505,12.2466,13.0841,14.1504
1420000,-65,52,15.2602,15.8014,16.6234,17.9292,18.597,19.817,20.329,21.0102,21.5637,21.9771,22.4778,22.676,23.1051,22.7698,22.6935,22.7631,22.3195,21.7067,21.4489,21.6605,19.8952,19.9225,18.8894,17.8705,17.0081,16.4526,15.1691,13.4769,12.9669,12.5717,11.0959,11.0536,10.2836,8.8818,7.9653,7.3124,8.1299,7.2753,7.1136,7.068,6.7888,7.1,7.3989,7.8791,8.5387,9.4899,9.6638,10.2509,11.7681,11.8358,13.2051,14.185
1440000,-64,52,15.065,16.1426,17.0946,17.2785,19.132,18.9848,20.6384,20.9762,21.3473,22.0073,22.6045,22.8236,22.8887,22.6574,22.8652,22.9048,22.403,21.9695,21.1131,20.5487,20.1693,19.8435,18.527,17.6658,16.5801,15.7688,14.8276,14.2325,13.0589,12.176,11.2873,10.6677,9.6745,8.6914,8.5026,7.7804,7.4542,6.6208,6.7832,7.0654,6.9285,7.5896,7.7041,8.2824,8.7398,8.5144,9.9329,10.743,11.2302,12.7866,13.1908,14.0906
1460000,-72,52,15.2483,15.6206,17.0658,17.4724,18.7428,19.3385,20.532,21.0413,21.8777,21.8527,22.3835,22.6274,22.4483,23.3953,22.4412,22.4517,22.716,22.3474,21.8243,21.1418,20.5262,19.5593,19.5457,17.6463,16.7116,15.5021,15.1123,14.1721,12.7312,12.0062,11.3994,10.3341,9.6149,8.3065,8.9078,8.044,7.5468,7.466,7.103,7.4436,6.5305,7.1729,7.0082,8.3501,8.4791,8.9539,9.6117,10.343,11.699,12.0794,13.0128,14.5241
1480000,-55,52,14.7362,15.8398,16.626,18.1129,18.8147,19.4724,20.297,21.793,21.6357,22.3853,22.5933,22.5158,23.1076,22.3957,23.5614,22.7932,22.2785,22.1636,21.3413,20.9659,20.408,19.6867,18.2747,17.5062,16.75,15.701,14.9289,14.1646,12.9304,11.8577,10.9177,10.2216,9.505,9.131,8.6951,8.2056,7.7582,7.5019,7.1892,6.8929,7.3987,7.8193,7.2156,7.8844,8.8356,8.9298,10.0448,10.1208,11.5975,11.5072,13.1709,14.4365
1500000,-57,52,15.1233,15.8284,17.1112,17.481,18.8716,19.0102,20.4878,21.3888,21.54,22.5631,22.2988,23.043,22.7591,22.8831,22.8335,22.8623,22.6555,22.6517,21.271,20.9795,20.3846,19.6535,18.3082,17.8994,17.4239,16.0918,14.85,14.0326,12.9279,12.1808,10.8345,10.115,10.1083,8.6995,8.2004,7.6225,7.4585,7.2975,6.8455,6.9597,7.2293,6.7312,7.2261,8.188,8.3887,8.5047,9.6503,10.327,11.5099,12.4178,13.1506,14.626
1520000,-63,52,14.6936,15.7467,16.913,17.8682,18.7164,19.5087,19.9453,20.9368,21.44,22.2275,22.583,22.4776,23.1895,23.1962,22.741,22.6482,22.1031,21.9966,20.8745,20.387,20.1431,19.6661,18.355,17.7136,17.0808,16.3104,14.1081,14.127,12.6283,11.9206,11.151,10.5532,9.7941,8.8979,8.4826,8.4366,7.6508,7.1892,6.5322,6.9724,7.1884,6.8395,7.4807,7.8264,8.0891,9.2856,9.8821,9.9292,10.8824,12.2351,13.2849,14.159
1540000,-61,52,15.0729,16.0044,16.2676,18.4121,18.4432,19.3056,20.2083,20.5951,22.1076,21.8977,22.275,22.5186,23.0728,23.4188,23.0235,22.5353,22.877,22.1687,21.3671,20.9665,20.3444,19.6156,18.7183,17.844,17.4734,16.8144,15.0519,13.7605,12.7704,12.4071,10.795,10.4009,9.8135,9.0664,8.2947,8.4677,7.7587,7.0912,7.2933,6.9448,6.9035,7.1102,7.8746,7.7486,8.3947,9.3179,9.7863,10.5276,11.0826,12.8624,13.331,13.3251
1560000,-55,52,15.1516,15.6024,16.6465,17.104,18.2435,19.3457,20.3409,20.224,21.2616,22.1689,22.4197,22.7309,23.0252,23.0749,22.2989,22.0507,22.384,21.8893,21.2835,21.6735,20.2633,19.5402,18.8297,17.6397,17.289,16.212,15.0515,13.9281,13.3956,12.0205,10.897,10.9616,9.608,9.7341,8.1475,7.3154,7.3196,7.2337,7.0026,6.3934,7.1125,7.427,7.5207,8.3329,8.4955,9.1303,10.0899,10.239,11.068,11.8091,13.119,13.6626
1580000,-71,52,15.1669,15.7284,16.6583,18.4246,19.0053,19.2778,20.2755,21.1765,21.616,21.7262,22.0798,23.0666,23.1954,23.2643,22.312,23.0975,22.7515,22.14,21.9156,20.5891,20.1585,19.5849,18.4582,17.807,17.3631,15.988,14.8996,14.1307,12.7004,12.6192,11.3723,10.6717,9.6029,9.7632,8.3105,8.0758,7.2422,7.3763,7.0623,6.7141,6.7919,7.4245,6.7672,7.554,8.2008,8.5054,9.5962,9.9229,10.7266,11.9618,13.2644,14.5434
1600000,-68,52,14.9586,15.9714,16.7725,17.9132,19.0495,19.2814,20.0496,20.9327,21.3566,22.1028,22.5392,22.6947,23.0873,23.1044,22.9911,22.992,22.5517,21.9692,21.576,20.7555,20.0602,19.8392,18.8192,17.5807,16.6773,16.1112,14.8248,13.6659,12.7005,11.9613,10.4706,10.2556,9.6376,9.2717,7.8993,7.8824,7.4053,7.2721,6.8053,6.7806,7.64,7.0698,7.0825,7.3837,8.052,9.2067,9.1547,10.8238,11.5242,12.2944,12.916,14.4379
1620000,-64,52,14.7626,15.7792,17.3125,17.4978,19.1794,19.3576,19.9796,20.945,21.8761,22.5947,22.6352,22.9227,22.9365,23.4951,22.9413,22.5612,22.3728,22.1647,21.8971,20.8567,20.7909,19.7154,17.7318,17.6871,17.2451,16.2172,15.5996,14.3868,12.9188,12.3014,11.2569,10.1318,9.9522,9.2737,8.4545,7.9868,7.1053,7.7544,7.2797,6.7464,7.5412,6.7241,7.3657,7.8678,8.7702,8.8931,9.4162,10.2765,11.278,11.5487,12.6921,14.206
1640000,-55,52,14.8986,16.2221,16.3891,17.7031,18.4504,19.6468,20.2893,21.2428,22.1353,22.084,22.6391,22.5426,22.9036,23.0075,23.5833,22.4257,22.4399,22.0895,21.3576,21.0938,20.3092,19.5804,18.5011,18.0572,16.6354,15.8526,15.2542,14.4551,12.8604,12.35,11.2566,10.7687,9.7285,9.521,8.8759,7.6244,7.4218,7.0073,7.0341,6.4548,6.5562,7.5384,7.6221,8.1424,8.1447,8.6966,9.6369,10.8703,11.3048,12.2181,13.4388,14.1496
1660000,-67,52,15.2406,15.922,17.1423,18.0648,18.8481,19.5512,20.514,21.0075,21.122,22.3366,22.1911,22.7704,22.9167,22.928,23.3794,23.009,22.6236,22.2713,21.2909,21.223,20.5707,20.1244,18.7176,18.131,17.7251,16.0287,14.9349,13.7472,13.3087,12.1278,11.4821,10.4486,9.6827,8.8792,8.3128,7.7391,6.9333,7.7232,7.2207,6.9312,6.9908,6.7413,7.3741,7.8694,8.1651,9.0417,9.6323,10.5309,10.8786,11.4638,13.1137,14.3546
1680000,-72,52,15.1197,16.1737,17.3012,18.1983,18.8055,19.5494,20.3761,20.6549,21.346,21.9193,22.6288,22.8612,23.2914,23.2263,23.8685,22.3374,22.4057,22.0091,21.297,20.6203,20.3451,19.3942,18.81,18.6803,17.0355,15.4746,15.1102,13.7327,13.2463,12.5927,11.1808,10.581,9.973,8.8063,8.1845,8.0123,7.4563,7.0485,7.1659,7.2556,7.0318,6.9932,7.8453,7.3361,8.3094,8.9738,9.8362,10.6633,11.2582,12.4491,13.5132,14.0376
1700000,-60,52,14.9363,15.3462,16.7061,17.6418,18.5257,19.3637,21.0279,21.292,21.6657,21.907,22.2719,22.3008,23.0804,23.2017,22.7185,22.9095,22.8421,22.3338,22.2643,21.1801,20.3378,19.6127,18.8708,17.9588,17.3358,16.0497,14.7338,14.2599,12.8003,11.8816,11.4841,10.5198,9.6852,8.9642,8.8014,7.7078,8.0302,6.986,6.6387,7.0854,6.7407,7.6119,7.9503,7.5622,8.4447,8.9119,9.4218,10.2087,11.2262,11.597,13.2701,14.1341
1720000,-56,52,15.3952,16.2406,16.7239,17.7984,18.4939,19.5073,20.1721,20.8546,21.5823,21.7729,22.8175,23.031,22.7331,23.2588,22.6263,22.2323,22.5746,22.2476,21.3621,21.1459,20.8931,20.4482,18.4559,17.9348,16.546,16.8137,14.8692,14.2937,13.1138,11.846,11.2202,10.0494,9.503,8.9315,8.4836,7.2348,7.5002,7.9984,6.7728,7.0978,6.9314,6.3858,7.2212,7.7113,8.6702,9.0014,9.6289,10.6574,11.321,12.1137,13.2859,13.6228
1740000,-64,52,15.3136,15.7896,16.5618,17.669,18.9942,19.7306,20.4359,21.1837,21.7588,21.9382,22.4702,23.0209,22.59,22.8332,22.9661,22.8853,22.3244,22.3908,20.9432,21.0354,20.1429,19.0136,19.073,18.0794,17.4449,16.0912,14.6159,14.3894,13.3242,12.0356,11.5154,10.236,9.8327,8.9474,8.4797,7.4226,7.9232,6.6734,6.7755,6.6837,7.4031,7.3545,7.3566,8.2673,8.2007,9.423,9.9516,10.8239,12.0806,12.15,13.0925,13.6432
1760000,-70,52,15.0433,16.2087,16.7887,17.9353,19.057,19.7381,20.5934,21.0804,21.8886,22.2641,22.5038,22.6107,23.1959,23.2879,22.5069,22.8008,22.618,22.4751,21.5636,20.7634,20.7728,19.7706,18.4145,18.447,17.2932,16.2033,14.7538,14.164,12.9123,12.5268,11.5351,10.4942,10.109,8.9797,8.7397,7.8963,7.5752,7.3046,7.1415,6.8179,6.7038,7.5923,7.608,7.7994,9.1053,9.2578,10.2367,10.1869,11.3035,12.118,13.0351,13.899
1780000,-58,52,14.735,16.0128,16.9015,17.6302,18.2391,19.4008,19.9055,20.8616,22.0457,22.0613,22.3368,22.5135,23.2465,22.7957,22.9381,22.8731,22.6214,22.5249,21.5391,21.3206,20.4098,19.5069,18.4816,17.4627,17.1566,15.8167,15.1944,14.1922,13.306,11.9648,11.6369,10.4102,9.5323,8.3833,8.0135,7.9553,7.6899,7.3374,7.4348,6.9203,7.0384,7.1494,7.7458,7.7963,7.9216,9.0432,10.1476,10.508,11.1257,12.3639,13.917,14.0148
1800000,-64,52,15.1595,15.5751,17.3708,17.4012,18.7469,19.4772,20.0761,20.9058,21.9544,22.6053,22.4091,22.6603,22.3783,23.5145,22.6218,22.4946,22.5116,22.3039,22.0408,21.6405,20.5311,19.4005,18.5207,17.7833,17.1559,16.2508,15.1851,13.4674,12.9156,12.6002,11.1223,10.4314,10.5131,8.9897,8.8432,8.468,7.7473,7.102,6.3743,6.7423,7.2513,7.4101,7.8716,7.5846,8.476,8.3969,9.4302,10.6143,10.6275,12.4082,13.6347,13.6049
1820000,-64,52,15.1118,16.1223,16.9614,17.8877,19.1318,19.5079,19.9796,20.7337,21.4051,21.9599,22.6006,22.7875,22.9717,22.8418,23.1333,22.4898,22.3673,21.9292,21.3254,21.209,20.4158,19.7286,18.0545,18.2661,17.5702,15.6325,15.0768,14.4766,13.1447,12.3573,11.6123,11.1248,9.3092,9.1667,8.1869,7.3593,7.7609,7.0268,7.1256,6.595,7.2739,6.8049,6.9613,8.3544,8.0816,8.8495,9.3998,10.0921,11.4224,12.1978,12.4928,14.2002
1840000,-65,52,14.701,15.929,16.8789,17.4553,18.2965,19.5017,20.542,21.0639,21.3789,22.2365,22.6365,22.4727,22.5763,23.1936,23.2825,22.8892,22.8339,22.5237,21.1254,21.1317,20.6998,19.8846,19.146,17.6606,17.119,16.1972,14.8205,14.0929,12.686,11.9085,11.3805,10.7709,9.6948,9.4721,8.8629,7.6215,7.4895,7.0814,7.3053,7.2154,6.8202,7.5097,7.1237,8.2697,7.6844,8.9582,9.4826,10.6583,11.358,11.5057,12.6819,13.8596
1860000,-68,52,15.0879,16.1071,16.9262,17.7402,18.5445,19.9981,20.5452,20.928,21.8546,22.6655,22.5046,22.7613,22.9462,22.9532,22.5892,22.7728,22.6251,21.6995,21.3743,20.9967,20.1273,19.2666,18.3378,17.9821,17.5344,15.9899,14.9258,14.4514,13.1728,11.978,11.3224,10.5481,9.597,9.1486,8.8021,7.9961,7.3055,7.0699,7.1811,7.0754,7.2362,7.2255,7.4253,8.3473,8.2949,8.6402,8.9727,10.158,11.281,11.8796,13.5857,14.1503
1880000,-62,52,14.8015,16.1795,17.2031,17.9675,18.4805,19.4666,20.6115,21.3338,21.5278,22.4465,22.0228,22.6961,22.8316,22.9066,22.888,22.3485,22.8239,22.0559,21.321,20.3401,20.5509,19.5233,18.5149,17.6715,15.9499,15.8091,14.904,14.1614,12.7499,12.0238,11.046,10.198,9.8704,9.384,8.2012,7.1092,7.586,7.2331,6.9524,6.8934,7.3692,6.7935,7.83,7.9144,8.2229,9.3445,9.6656,10.4211,11.3559,12.3958,13.1498,13.7866
1900000,-56,52,14.513,15.8061,17.1185,18.014,18.4087,19.781,20.854,20.8475,21.7797,22.6172,22.7827,22.6068,22.862,23.0129,23.0563,22.8989,21.8978,22.2308,21.8492,20.7848,20.5748,18.9119,19.0595,17.9623,16.4999,15.785,14.9451,14.0159,12.8474,12.0373,11.7445,10.1867,9.8511,9.0809,8.5635,7.6865,7.2572,7.4943,7.2645,7.3535,7.1157,7.3706,7.5719,7.6641,8.7119,8.6442,9.6778,10.5822,11.4893,11.9613,13.2074,13.8121
1920000,-56,52,14.9527,16.1028,17.0279,17.329,18.9957,19.3762,20.6452,21.0418,21.389,22.0836,22.9123,22.5427,22.4288,22.9233,23.3195,23.244,22.79,21.4476,21.5127,20.8447,20.252,19.216,18.6353,17.4816,17.6106,15.9823,14.8447,13.6639,13.3728,12.3382,11.6308,10.5595,9.5545,8.7935,8.1868,7.7948,7.7255,7.067,7.1436,7.2259,6.9221,7.526,7.646,8.0313,8.4083,9.0639,9.4369,10.2039,11.3573,12.4315,13.0163,14.1863
1940000,-63,52,14.8357,15.8818,16.6763,18.4236,18.6241,19.5201,20.9427,21.1056,21.8643,22.1756,22.7366,22.9217,22.7641,22.3935,22.6262,22.4338,22.215,22.1775,21.4853,21.1614,20.3338,18.9991,19.3157,18.1585,16.9497,15.5773,15.4507,14.3335,13.0424,12.0345,11.1224,10.8562,9.73,8.6754,8.5742,7.8622,7.7036,7.0912,6.9335,7.1445,7.2915,7.099,7.6904,7.7123,8.3062,9.0206,9.9548,10.6785,11.4205,11.9617,12.8577,14.3551
1960000,-56,52,15.4416,16.2978,16.9917,17.5818,18.4036,19.1152,20.0078,20.9261,21.2263,22.2999,21.7066,22.5272,22.7376,23.1826,23.0985,22.3983,22.5487,21.7703,21.6713,20.6221,20.3434,19.9851,19.3298,18.1629,16.6051,15.8086,14.72,13.8527,12.5611,11.9741,11.6175,11.1258,9.8254,9.0729,8.618,7.4422,7.2661,7.474,6.9884,6.8896,7.3146,6.6604,7.87,7.6727,8.5851,9.0121,9.9136,10.7532,10.9786,12.4144,13.2374,14.4633
1980000,-62,52,14.836,16.472,16.6268,17.2298,19.1577,19.3596,21.0915,20.5237,21.2258,21.8787,21.8994,22.7294,23.0063,22.9139,23.5813,22.3094,22.8646,22.0857,21.7272,20.9688,20.2898,19.6185,18.3534,18.0035,16.5804,15.6292,14.7336,14.2142,13.1301,12.3428,11.5274,10.7484,9.8519,8.7757,8.2013,8.0393,7.6282,7.121,7.4909,7.0316,7.4438,7.7229,7.0744,7.2342,8.5233,9.1347,9.8999,9.8968,11.6452,11.8764,13.4651,13.858
2000000,-58,52,14.6205,15.9418,16.6472,17.9236,18.8782,19.9204,19.7922,20.7148,21.6133,22.4365,22.1607,22.9679,22.3851,23.6158,22.5153,22.5729,22.7407,22.3081,21.5232,20.8335,20.2041,18.6904,19.2362,17.7835,16.7964,15.9908,15.0994,13.9534,12.5992,12.2482,11.3995,10.4257,9.3368,8.6123,8.3783,8.0076,7.231,7.666,6.7055,7.0699,6.5793,7.3262,6.849,8.2796,8.4901,8.7753,10.3575,10.605,11.2805,11.6798,12.9871,13.9941
2020000,-57,52,14.6549,15.7798,16.7762,17.6296,18.7122,19.4742,20.1495,21.003,22.0488,22.3275,22.4748,23.1825,22.9052,23.2283,22.9197,22.3599,22.8955,21.8205,21.4281,20.7455,20.5417,20.012,18.7342,18.0256,16.8378,15.951,15.7809,13.9573,12.6258,11.8484,11.5446,10.028,9.4431,9.1653,8.1592,7.5077,7.7155,7.5744,7.113,6.916,7.0082,7.7853,7.8368,8.0249,8.0787,9.0627,10.3379,10.2388,11.3288,12.6158,12.905,14.1849
2040000,-56,52,15.0318,15.9306,17.2083,17.6923,18.3849,18.8541,20.2694,20.9089,21.9553,21.8724,22.7871,22.6808,23.4579,22.7079,22.8213,22.9711,22.8367,22.3368,21.1833,21.3146,20.3022,19.0561,18.5501,17.7323,16.6748,16.3561,15.1611,14.3775,12.8214,11.6621,11.4179,10.4657,9.954,9.21,8.4629,8.1567,7.5429,7.294,7.6519,7.3869,6.7427,6.7579,7.9271,7.7854,8.3766,8.8655,9.7931,10.3313,10.9251,11.6277,12.3679,13.7194
